horizon_minutes,prediction_origin,target_time,target,year,v4r__prediction,v4r__prediction_lower,v4r__prediction_upper,v4r__exceedance_probability,v4r__forecast_status,v4r__abstain_reasons,v4r__target,naive_previous_lab__prediction,naive_previous_lab__forecast_status,naive_previous_lab__level_substituted,naive_previous_lab__target,anchored_q21__prediction,anchored_q21__forecast_status,anchored_q21__level_substituted,anchored_q21__target,anchored_pak__prediction,anchored_pak__forecast_status,anchored_pak__level_substituted,anchored_pak__target,v3_saved__prediction,v3_saved__prediction_lower,v3_saved__prediction_upper,v3_saved__exceedance_probability,v3_saved__forecast_status,v3_saved__abstain_reasons,v3_saved__target,v3_refit__prediction,v3_refit__prediction_lower,v3_refit__prediction_upper,v3_refit__exceedance_probability,v3_refit__forecast_status,v3_refit__abstain_reasons,v3_refit__target,hgb_fixed__prediction,hgb_fixed__prediction_lower,hgb_fixed__prediction_upper,hgb_fixed__exceedance_probability,hgb_fixed__forecast_status,hgb_fixed__abstain_reasons,hgb_fixed__target,common
0,2024-01-01 01:00:00,2024-01-01 01:00:00,4.599999904632568,2024,,,,,abstain,outside_training_support,4.599999904632568,6.599999904632568,ok,False,4.599999904632568,5.5648939212163295,ok,False,4.599999904632568,1.6102714737256365,ok,False,4.599999904632568,5.713284836847553,,,0.0151749726770792,ok,,4.599999904632568,5.749476316682333,5.022998825863849,6.483484365130289,0.010000000000000009,abstain,outside_training_support,4.599999904632568,5.774683429310435,5.21975080966588,7.073623148291395,0.010000000000000009,abstain,outside_training_support,4.599999904632568,False
0,2024-01-01 10:00:00,2024-01-01 10:00:00,10.800000190734863,2024,10.60517718634288,9.364187497029496,11.867844977589243,0.7487118214931139,ok,,10.800000190734863,4.599999904632568,ok,False,10.800000190734863,10.956038753191631,ok,False,10.800000190734863,11.87974985440572,ok,False,10.800000190734863,9.702643260274847,,,0.4281121578635993,ok,,10.800000190734863,9.748402042240754,8.516638614572015,10.992933746415185,0.46834814134389413,ok,,10.800000190734863,9.030322592102806,8.162531199965933,11.061575877877141,0.2458556249244459,ok,,10.800000190734863,True
0,2024-01-01 22:00:00,2024-01-01 22:00:00,8.300000190734863,2024,7.936923466106519,7.0081657458685385,8.881905095941603,0.0231234916536705,ok,,8.300000190734863,10.800000190734863,ok,False,8.300000190734863,7.737969676653544,ok,False,8.300000190734863,8.040892958641052,ok,False,8.300000190734863,8.274462626323457,,,0.0697552812485335,ok,,8.300000190734863,8.307376647972696,7.257694588235858,9.36793955583404,0.04833487107715684,ok,,8.300000190734863,8.539632874777535,7.7189955359496025,10.460511908641502,0.1339909056581291,ok,,8.300000190734863,True
0,2024-01-02 10:00:00,2024-01-02 10:00:00,9.5,2024,7.922726156660823,6.995629767896002,8.866017434223197,0.0228187930287184,ok,,9.5,8.300000190734863,ok,False,9.5,7.762335101763408,ok,False,9.5,9.539430379867554,ok,False,9.5,8.35049758764504,,,0.0775926484684526,ok,,9.5,8.338441760498496,7.284834455442488,9.402970602188235,0.05146092351663589,ok,,9.5,8.147417279860624,7.364470877725076,9.980072531264856,0.09889216182634852,ok,,9.5,True
0,2024-01-03 10:00:00,2024-01-03 10:00:00,7.199999809265137,2024,7.496465920894024,6.619249373668494,8.38900603598785,0.0127228479022315,ok,,7.199999809265137,9.5,ok,False,7.199999809265137,7.238117059071859,ok,False,7.199999809265137,9.707727710405988,ok,False,7.199999809265137,7.706940080601696,,,0.0375812840627638,ok,,7.199999809265137,7.665673708325744,6.6970742926017035,8.644313481544911,0.01758388498051444,ok,,7.199999809265137,7.668041913840111,6.931162284180539,9.392867929088373,0.059418524911168946,ok,,7.199999809265137,True
0,2024-01-04 10:00:00,2024-01-04 10:00:00,8.899999618530273,2024,8.200355647420182,7.240771792446368,9.1767018951846,0.0286804228332662,ok,,8.899999618530273,7.199999809265137,ok,False,8.899999618530273,8.040101806322737,ok,False,8.899999618530273,11.630115526417892,ok,False,8.899999618530273,8.08641235830813,,,0.0599902028213543,ok,,8.899999618530273,8.059054996985997,7.040749723583819,9.087915871411836,0.03581754700877149,ok,,8.899999618530273,6.173929841634007,5.580630641347149,7.5626748337482965,0.010000000000000009,ok,,8.899999618530273,True
0,2024-01-05 10:00:00,2024-01-05 10:00:00,6.099999904632568,2024,,,,,abstain,outside_training_support,6.099999904632568,8.899999618530273,ok,False,6.099999904632568,5.7695658604304,ok,False,6.099999904632568,1.1644094064831736,ok,False,6.099999904632568,6.987672950416428,,,0.0202338498723477,ok,,6.099999904632568,6.881950910240784,6.012379117293098,7.760536555073097,0.010000000000000009,abstain,outside_training_support,6.099999904632568,4.861406105483068,4.394237150111622,5.954916002226021,0.010000000000000009,abstain,outside_training_support,6.099999904632568,False
0,2024-01-06 10:00:00,2024-01-06 10:00:00,6.900000095367432,2024,9.5858335197657,8.464124721083564,10.727136774297346,0.3000623676655165,ok,,6.900000095367432,6.099999904632568,ok,False,6.900000095367432,9.75737003485362,ok,False,6.900000095367432,9.555391289293764,ok,False,6.900000095367432,9.39555610876339,,,0.3197633057790537,ok,,6.900000095367432,9.370797756369,8.186746676575575,10.567122533565733,0.28297627430852257,ok,,6.900000095367432,9.596039759862512,8.673884364274064,11.754543743949196,0.4843145424228693,ok,,6.900000095367432,True
0,2024-01-07 10:00:00,2024-01-07 10:00:00,3.200000047683716,2024,5.670627804486977,5.007065988059762,6.345780982888601,0.01,ok,,3.200000047683716,6.900000095367432,ok,False,3.200000047683716,5.663950443267822,ok,False,3.200000047683716,4.155223347246647,ok,False,3.200000047683716,6.562651760592308,,,0.0185215363427575,ok,,3.200000047683716,6.5254387149912105,5.700914169964107,7.358510158830341,0.010000000000000009,ok,,3.200000047683716,5.272523968320516,4.765847615634599,6.4585094661521145,0.010000000000000009,ok,,3.200000047683716,True
0,2024-01-08 12:00:00,2024-01-08 12:00:00,12.600000381469728,2024,,,,,abstain,outside_training_support,12.600000381469728,3.200000047683716,ok,False,12.600000381469728,6.900000095367432,ok,True,12.600000381469728,0.7934806545575466,ok,False,12.600000381469728,10.534629449572222,,,0.6880120572303556,abstain,outside_training_support,12.600000381469728,10.247244160770755,8.9524493280447,11.555460644173415,0.6657809586726615,abstain,outside_training_support,12.600000381469727,5.826577270076587,5.266657782259552,7.137189831693299,0.010000000000000009,abstain,outside_training_support,12.600000381469727,False
