date,F1,F2,P3,W4,T5,T6,W7,P8,F9,W10,T11,T12,P13,F14,F15,T16,F17,T18,F19,Q20,Q21,F22,T23,P24,F25,F26,test_case
2023-01-01 00:00:00,2.613270998001098,88476.8046875,3.5809059143066406,1.8175575733184808,365.14154052734375,360.1314697265625,0.1431074738502502,0.1171888560056686,171.0937957763672,1.9958189725875848,363.6013793945313,175.09552001953125,3.758676290512085,5.82353401184082,2787.378662109375,30.01093101501465,208.36631774902344,66.58077239990234,167.7978515625,7143.85009765625,7.699552536010742,10507.5546875,234.1968536376953,0.5948644280433655,13242.359375,201.23069763183597,base
2023-01-01 00:10:00,2.5518946647644043,88497.3125,3.603907346725464,1.8249413967132568,364.5674743652344,359.9076538085937,0.1428006887435913,0.1157106831669807,171.4037628173828,1.9423078298568728,363.80218505859375,174.06414794921875,3.776171922683716,5.811976909637451,2834.638427734375,29.812105178833008,206.5463714599609,66.38777160644531,168.481689453125,7596.14453125,6.959560394287109,10526.75,233.97418212890625,0.595058023929596,13214.4912109375,201.4885711669922,base
2023-01-01 00:20:00,2.660721778869629,88954.1953125,3.623920202255249,1.821569800376892,363.6616516113281,358.8819580078125,0.1430027335882187,0.1151521131396293,171.04421997070312,2.0349371433258057,363.4601745605469,174.95773315429688,3.792795896530152,5.800557613372803,2789.524658203125,28.86724090576172,204.72642517089844,66.76243591308594,167.6509552001953,7656.54736328125,6.510910987854004,11271.607421875,233.92926025390625,0.5928710699081421,13313.8466796875,201.5746917724609,base
2023-01-01 00:30:00,2.5420663356781006,88769.5859375,3.6323471069335938,1.8197840452194207,362.9301452636719,357.65789794921875,0.1417602449655532,0.1147419139742851,171.4073944091797,1.951891303062439,362.7641296386719,173.25987243652344,3.809419870376587,5.789459228515625,2797.703125,28.58889579772949,205.0508728027344,67.13710021972656,166.4208221435547,7939.47412109375,5.955528736114502,12260.0869140625,234.03379821777344,0.5956054925918579,13290.474609375,201.4602203369141,base
2023-01-01 00:40:00,2.5973165035247803,88832.5390625,3.634601354598999,1.8197160959243768,362.4676208496094,356.433837890625,0.1440455019474029,0.1139538139104843,172.647705078125,1.9755500555038448,361.6726684570313,174.42897033691406,3.80297327041626,5.778360843658447,2798.24609375,28.925443649291992,206.6083068847656,67.72286224365234,166.53199768066406,8020.01953125,5.59234619140625,13249.763671875,233.89913940429688,0.5953124761581421,13065.634765625,203.04147338867188,base
2023-01-01 00:50:00,2.5382001399993896,88482.671875,3.626777648925781,1.8110730648040767,362.22955322265625,355.7312927246094,0.1432292759418487,0.1139430031180381,174.8079071044922,1.925714969635009,360.67669677734375,174.81553649902344,3.796054124832153,5.772017955780029,2780.54736328125,28.949308395385746,208.22251892089844,68.51837921142578,169.6050567626953,7953.2001953125,5.489365100860596,13430.9306640625,233.86251831054688,0.5944928526878357,12643.146484375,206.05560302734372,base
2023-01-01 01:00:00,2.5087294578552246,88058.125,3.6153969764709473,1.793563961982727,361.4880676269531,355.1511535644531,0.1430055648088455,0.1171661093831062,176.34268188476562,1.9155693054199217,359.968994140625,174.54176330566406,3.7871408462524414,5.776346206665039,2786.462890625,29.15100479125977,210.2280120849609,69.31389617919922,170.75148010253906,7624.5146484375,5.633544921875,13477.59765625,233.96649169921875,0.5948825478553772,13399.1357421875,207.57745361328125,base
2023-01-01 01:10:00,2.5361580848693848,87892.75,3.603061437606812,1.7974469661712646,360.8551330566406,354.9552001953125,0.142042726278305,0.1161352917551994,175.70835876464844,1.9398843050003047,359.5477600097656,174.7086639404297,3.776734113693237,5.780674457550049,2771.44482421875,28.63654136657715,212.23350524902344,69.70681762695312,172.5098876953125,7737.12158203125,5.552671909332275,13405.5205078125,234.14523315429688,0.59375,13330.189453125,206.71585083007807,base
2023-01-01 01:20:00,2.6056480407714844,87924.546875,3.590725898742676,1.8225797414779663,361.2723083496094,355.7232360839844,0.1438430547714233,0.1164267882704734,176.54867553710938,1.998928189277649,358.9129333496094,175.87611389160156,3.766327142715454,5.796294212341309,2796.43408203125,30.83353805541992,214.01785278320312,70.09358978271484,172.5397186279297,7931.203125,5.44891357421875,13290.689453125,234.3388214111328,0.5939838290214539,12714.787109375,207.8609619140625,base
2023-01-01 01:30:00,2.59869122505188,87598.671875,3.57651948928833,1.847540259361267,361.9796752929688,356.49127197265625,0.1426316052675247,0.1164802387356758,176.6179656982422,1.992037415504456,359.07794189453125,174.3160858154297,3.7512598037719727,5.830732345581055,2819.52685546875,29.340681076049805,214.5655975341797,70.10317993164062,175.95156860351562,7905.56787109375,5.494708061218262,12374.1796875,234.27908325195312,0.5940822958946228,12490.1201171875,207.6644744873047,base
2023-01-01 01:40:00,2.566412925720215,87320.3359375,3.5613269805908203,1.872336268424988,362.3184814453125,357.3818054199219,0.1444059312343597,0.1181364133954048,176.49952697753906,1.9632153511047363,359.6573791503906,174.53147888183594,3.7348783016204834,5.865170478820801,2782.027099609375,29.542375564575195,215.1133575439453,69.67005920410156,176.4927520751953,7840.5791015625,5.57861328125,11357.0419921875,234.24972534179688,0.5962291955947876,12912.7607421875,208.3201141357422,base
2023-01-01 01:50:00,2.626006841659546,87008.796875,3.545902729034424,1.8641142845153809,362.8026123046875,358.37530517578125,0.1435137540102005,0.1187963783740997,177.0998077392578,2.000898122787476,360.4329223632813,174.53433227539062,3.718497037887573,5.871270656585693,2823.124755859375,28.773286819458008,215.41165161132807,69.23693084716797,175.4260711669922,7839.63818359375,6.1309814453125,10363.5595703125,234.2571258544922,0.5950382947921753,12998.8515625,208.0675048828125,base
2023-01-01 02:00:00,2.531061172485352,86971.1328125,3.536085367202759,1.825616955757141,363.1191711425781,359.3687744140625,0.143182560801506,0.1197884827852249,177.23765563964844,1.923710346221924,361.3063354492188,173.7652587890625,3.7169723510742174,5.831768035888672,2795.857421875,28.592180252075195,214.85867309570312,68.53282928466797,176.332275390625,7815.8291015625,6.774871349334717,9685.908203125,234.3087158203125,0.5944913625717163,13010.5263671875,208.5809783935547,base
2023-01-01 02:10:00,2.508827447891236,87520.421875,3.541303873062134,1.807827591896057,363.54296875,359.6191101074219,0.142907977104187,0.1187788322567939,177.31607055664062,1.915489912033081,362.226318359375,173.90858459472656,3.7160141468048096,5.79226541519165,2790.17333984375,28.92339324951172,214.30569458007807,67.81494903564453,174.9121551513672,7744.45458984375,7.780471324920654,9639.90234375,234.1988220214844,0.5947368741035461,12577.9140625,208.8147735595703,base
2023-01-01 02:20:00,2.541034460067749,87409.9765625,3.546522378921509,1.8085253238677976,363.684814453125,359.788330078125,0.1419540345668792,0.1191606968641281,177.4658203125,1.9486712217330933,362.5201721191406,174.50506591796875,3.7164723873138414,5.770032405853272,2811.41748046875,28.89626693725586,213.8621368408203,67.36498260498047,173.90203857421875,7888.18359375,7.9315185546875,9603.9970703125,234.11541748046875,0.5942582488059998,13027.935546875,208.755126953125,base
2023-01-01 02:30:00,2.5254125595092773,87512.34375,3.550934314727783,1.815334439277649,363.4241638183594,359.5833435058594,0.1429114639759063,0.118584856390953,178.0684814453125,1.923311471939087,362.6855163574219,174.607666015625,3.720428228378296,5.77198600769043,2779.935302734375,29.44342041015625,213.6719665527344,67.26312255859375,173.57618713378906,7873.53515625,8.1085205078125,9695.48046875,233.96649169921875,0.5941612720489502,12612.314453125,209.32839965820312,base
2023-01-01 02:40:00,2.541116714477539,87553.4609375,3.554819822311402,1.8273845911026,363.23095703125,358.7591247558594,0.1447218060493469,0.1177326440811157,177.21429443359375,1.940353274345398,362.7582702636719,174.45196533203125,3.724384307861328,5.77393913269043,2825.12255859375,29.677865982055664,213.48179626464844,67.1612548828125,173.39349365234375,7480.77392578125,8.012374877929688,10560.2685546875,233.78033447265625,0.5944958329200745,12639.7099609375,208.44021606445312,base
2023-01-01 02:50:00,2.51775860786438,88277.9921875,3.5587053298950195,1.8299925327301023,363.0348205566406,357.93487548828125,0.1428610682487487,0.118163950741291,177.78311157226562,1.934846997261048,362.271240234375,174.6602325439453,3.72948956489563,5.783961772918701,2774.782958984375,28.97707748413086,213.6890869140625,67.56001281738281,173.91981506347656,7196.06298828125,8.192474365234375,11507.89453125,233.8246917724609,0.594704806804657,12544.126953125,208.9281768798828,base
2023-01-01 03:00:00,2.5803067684173584,88194.015625,3.563906192779541,1.8250294923782349,362.66802978515625,357.3577575683594,0.1453358232975006,0.1177282407879829,177.58883666992188,1.9832289218902588,361.5491943359375,174.78927612304688,3.7353994846344,5.8052849769592285,2788.351318359375,29.63632583618164,214.30474853515625,68.00333404541016,173.7522430419922,7225.33349609375,8.1512451171875,12264.267578125,233.84056091308597,0.594042956829071,12946.3212890625,209.0987091064453,base
2023-01-01 03:10:00,2.5117228031158447,88493.2578125,3.569300651550293,1.8100857734680176,362.4593811035156,357.0806884765625,0.1465701907873153,0.1183608248829841,178.2469024658203,1.928708791732788,360.8176574707031,174.59429931640625,3.741309404373169,5.826608180999756,2848.877685546875,28.24535369873047,214.92041015625,68.41279602050781,174.87782287597656,7713.318359375,7.943726062774658,12258.30859375,233.96649169921875,0.5943751931190491,12691.046875,209.7027130126953,base
2023-01-01 03:20:00,2.5439631938934326,88488.6640625,3.5762088298797607,1.7873003482818604,362.065185546875,356.8036193847656,0.1433925926685333,0.1174643710255622,178.41795349121094,1.9360836744308472,360.3900451660156,174.21795654296875,3.7564406394958496,5.840881824493408,2797.945556640625,28.85708236694336,215.6609344482422,68.76815795898438,175.75628662109375,7831.419921875,7.809451103210449,12254.9013671875,233.9739532470703,0.5952926278114319,12735.4501953125,210.1336669921875,base
2023-01-01 03:30:00,2.559717893600464,88606.8203125,3.598457336425781,1.7854539155960083,361.9541320800781,356.781005859375,0.1436614692211151,0.1189787089824676,178.18321228027344,1.957070231437683,360.17681884765625,174.0305633544922,3.7735443115234375,5.8452887535095215,2802.956298828125,29.17855834960937,216.4870147705078,69.12351989746094,175.5609893798828,7867.1201171875,7.560795783996582,12197.4833984375,234.2643585205078,0.5946672558784485,13179.9482421875,209.9027404785156,base
2023-01-01 03:40:00,2.6011760234832764,88811.5703125,3.6180999279022217,1.799511194229126,361.9755859375,356.781005859375,0.1438334286212921,0.1187217310070991,178.1494140625,1.973466873168945,359.9945373535156,174.7586212158203,3.7949059009552,5.849695682525635,2804.763916015625,29.34893798828125,217.3130798339844,69.22315216064453,176.19456481933594,7646.484375,7.525613307952881,12251.41015625,234.20376586914065,0.5942039489746094,13293.8798828125,209.5949249267578,base
2023-01-01 03:50:00,2.585946559906006,89237.4375,3.633036136627197,1.810758113861084,362.03515625,356.8331298828125,0.1434988677501678,0.1187495067715644,178.53404235839844,1.977672219276428,359.9623413085937,174.326416015625,3.8108668327331534,5.848425388336182,2830.873779296875,29.207433700561523,217.27403259277344,69.28115844726562,176.67657470703125,7516.4794921875,7.522531986236572,12267.9580078125,234.2872009277344,0.5937896966934204,12730.5185546875,209.84613037109372,base
2023-01-01 04:00:00,2.623917818069458,89334.015625,3.636352777481079,1.819941997528076,377.33709716796875,356.96563720703125,0.145005002617836,0.1182415708899498,177.97853088378906,2.0070736408233643,360.00469970703125,174.30279541015625,3.814517498016357,5.839472770690918,2828.72412109375,28.62167358398437,216.85226440429688,69.287353515625,176.27378845214844,7626.34765625,7.756000995635986,11897.1494140625,234.2415313720703,0.5953553318977356,12283.142578125,209.38868713378903,high_reactor_temperature
2023-01-01 04:10:00,2.601550817489624,89142.1171875,3.642768621444702,1.823622822761536,361.99072265625,357.0981750488281,0.1423144042491912,0.1184676215052604,178.32183837890625,2.0067031383514404,360.0909118652344,174.3131866455078,3.81816840171814,5.8305206298828125,2828.869140625,28.55457305908203,216.43048095703125,69.19065856933594,175.80413818359375,7871.70263671875,7.701147556304932,11449.890625,234.15264892578125,0.5952157378196716,12813.2568359375,209.79086303710935,base
2023-01-01 04:20:00,2.587924003601074,88987.578125,3.64930272102356,1.8233996629714968,361.8902893066406,357.3360290527344,0.1436860710382461,0.117125280201435,170.15492248535156,1.9813346862792969,360.2557373046875,174.12562561035156,3.822561264038086,5.805533409118652,2797.4189453125,29.62602806091309,212.8119659423828,69.09396362304688,175.26368713378906,7549.43896484375,7.682745933532715,11573.2587890625,234.0855255126953,0.5958603024482727,13213.6611328125,200.22442626953125,base
2023-01-01 04:30:00,2.5820906162261963,89118.21875,3.6561129093170166,1.825409293174744,362.4677429199219,357.591064453125,0.144419863820076,0.114224299788475,170.41851806640625,1.9728881120681765,360.2442932128906,173.57752990722656,3.8274214267730713,5.758853435516357,2822.273193359375,28.817562103271484,207.99110412597656,69.01862335205078,165.34930419921875,7528.3701171875,7.714849948883057,11561.16796875,233.95021057128903,0.5939326882362366,12693.7529296875,200.49282836914065,base
2023-01-01 04:40:00,2.512723445892334,89220.546875,3.6652798652648926,1.828907489776612,363.0037231445313,357.8460693359375,0.1429709941148758,0.1139679476618766,170.0338134765625,1.938891649246216,360.1823425292969,173.9264373779297,3.832281827926636,5.712173461914063,2801.293701171875,28.016189575195312,204.1791839599609,68.94829559326172,164.74578857421875,7379.15185546875,7.97270917892456,10772.64453125,233.77664184570312,0.5958000421524048,12117.0234375,200.2523956298828,base
2023-01-01 04:50:00,2.5283913612365723,88740.5703125,3.674446821212769,1.828563570976257,360.7620544433594,356.85650634765625,0.1436634510755539,0.1142461150884628,170.08200073242188,1.954342007637024,361.0187072753906,174.35276794433594,3.842329502105713,5.700127601623535,2805.311279296875,28.84345245361328,204.8126373291016,69.02580261230469,164.69500732421875,7738.955078125,8.386268615722656,10433.9453125,233.59768676757807,0.5951186418533325,12665.3173828125,199.67909240722656,base
