date,T1,P2,F3,P4,F5,T6,F7,F8,F9,D10,T11,F12,T13,F14,T15,F16,T17,T18,F19,T20,P21,P22,P23,T24,F25,F26,F27,F28,F29,F30,F31,F32,T33,F34,F35,F36,T37,T38,T39,T40,F41,T42,L43,P44,F45,F46,T47,T48,T49,P50,P51,P52,F53,F54,T55,F56,F57,T58,F59,F60,T61,F62,F63,F64,F65,T66,P67,F68,F69,W70,T71,test_case
2023-01-01 00:00:00,130.37252807617188,3.5405941009521484,68.64588928222656,3.848176956176758,103.86608123779295,234.73377990722656,217.5449066162109,211.69741821289065,195.9544982910156,307,56.14065933227539,341.0589294433594,89.19783782958984,223.90249633789065,135.5758514404297,45.80942535400391,209.93917846679688,158.39894104003906,48.92824935913086,113.80211639404295,1.097759485244751,1.097961664199829,1.0976853370666504,139.47671508789062,23.121036529541016,-9.242323875427246,219.3075408935547,378.8683776855469,7.313976764678955,98.96611785888672,500.8304748535156,78.99747467041016,335.4060974121094,60.016544342041016,139.097900390625,139.28842163085938,68.17724609375,178.61700439453125,213.8308868408203,180.855209350586,19.089656829833984,275.9881896972656,60.08223724365234,0.9396947026252748,16.4483699798584,102.88353729248048,195.2010040283203,354.4308166503906,135.94186401367188,0.9584335088729858,42.89713287353516,-0.000517662090715,80.13095092773438,19.688777923583984,384.1969299316406,20.4138412475586,23.835033416748047,66.0366439819336,196.84881591796875,172.00914001464844,193.0562438964844,102.0279769897461,88.15592193603516,104.5593032836914,789.5426025390625,255.04351806640625,1.0996744632720947,28.85295295715332,71.61824035644531,77.38300323486328,306.7214050292969,base
2023-01-01 00:10:00,130.3126678466797,3.535825729370117,68.76888275146484,3.847022771835327,103.82342529296876,234.7113342285156,217.3321685791016,211.64434814453125,195.884033203125,307,55.65255355834961,341.1570739746094,89.17400360107422,225.3673248291016,135.6154327392578,45.77070999145508,209.867416381836,158.3821563720703,48.7580680847168,113.6611557006836,1.0997326374053955,1.1009215116500854,1.0977405309677124,139.4602813720703,23.148706436157227,-9.273557662963867,219.195053100586,380.5428771972656,7.323499202728271,98.76961517333984,504.1428527832031,78.99222564697266,335.4641418457031,60.04597473144531,139.61366271972656,140.5629119873047,68.03356170654297,172.9642333984375,213.7502593994141,180.7739715576172,19.075658798217773,275.8958435058594,60.35568618774414,0.939639687538147,16.468597412109375,102.95767974853516,195.2720489501953,354.3026428222656,136.08116149902344,0.958320140838623,42.66817092895508,-0.000517662090715,80.15856170654297,19.68172836303711,384.1272888183594,19.54231071472168,22.567302703857425,66.06643676757812,197.5066680908203,172.68038940429688,193.0099029541016,102.17121887207033,88.13526153564453,104.84815979003906,789.8681030273438,254.8313446044922,1.1018325090408323,30.252674102783203,75.5116195678711,77.02378845214844,306.7265625,base
2023-01-01 00:20:00,130.2540740966797,3.5326106548309326,68.99474334716797,3.844829797744751,98.81173706054688,234.6772918701172,217.1194305419922,211.59127807617188,195.81358337402344,307,55.65463638305664,340.8300476074219,89.18150329589844,223.5473022460937,135.65811157226562,45.68938446044922,209.929931640625,158.3653564453125,48.94866561889648,113.52020263671876,1.1017059087753296,1.1038814783096311,1.1003055572509766,139.58201599121094,23.279172897338867,-9.304021835327148,219.72303771972656,380.0784301757813,7.309111595153809,98.85291290283205,503.6003112792969,79.05569458007812,335.5686340332031,60.03227996826172,140.12942504882812,141.6122283935547,68.61632537841797,178.2423858642578,213.4974975585937,180.5803680419922,19.02171897888184,275.8323669433594,60.41640472412109,0.9396151304244996,16.47455406188965,102.92483520507812,195.3430938720703,354.81512451171875,136.15310668945312,0.958303689956665,42.7762336730957,-0.0005175084806978,80.28856658935547,19.79208755493164,384.250244140625,19.93115425109864,23.512380599975582,66.19749450683594,198.89108276367188,173.11412048339844,193.00149536132807,102.22384643554688,88.37276458740234,104.9615249633789,790.1935424804688,255.1008758544922,1.1019856929779053,29.917879104614254,75.04556274414062,76.89379119873047,306.56414794921875,base
2023-01-01 00:30:00,130.19546508789062,3.532775402069092,68.71815490722656,3.8419439792633057,97.2485122680664,234.48049926757807,216.5607452392578,211.5382080078125,195.5520782470703,307,55.77302932739258,341.2635498046875,89.2164306640625,223.3912353515625,135.7056121826172,45.57754898071289,210.0523681640625,158.34555053710938,49.24517822265625,113.4800262451172,1.1020092964172363,1.1030170917510986,1.1028707027435305,139.7037353515625,23.357072830200195,-9.334457397460938,218.52069091796875,379.146728515625,7.298220157623291,99.0012664794922,499.6265869140625,79.10784149169922,335.6731262207031,59.99781036376953,140.64520263671875,140.5844268798828,68.8899154663086,178.0985107421875,213.2447204589844,180.3867645263672,19.004638671875,275.7743225097656,60.339134216308594,0.9395905137062072,16.448482513427734,102.91419219970705,195.39244079589844,354.0252990722656,135.92477416992188,0.9582872986793518,42.3760871887207,-0.0005173435783945,80.8291015625,19.85286331176757,384.4270629882813,20.79349899291992,24.56874084472656,66.32855224609375,198.5209350585937,173.17877197265625,192.9931030273437,102.25682067871094,88.41438293457031,104.42655181884766,790.3889770507812,255.37448120117188,1.1013779640197754,28.7482852935791,69.52123260498047,77.12165832519531,306.20361328125,base
2023-01-01 00:40:00,130.1319122314453,3.53294038772583,68.38654327392578,3.839058160781861,103.87393951416016,234.28370666503903,215.70733642578125,211.45095825195312,195.23458862304688,307,55.89142608642578,340.6141662597656,89.25135803222656,223.73634338378903,135.7530975341797,45.40692138671875,210.1747894287109,158.32015991210938,49.42292022705078,113.4800262451172,1.1005747318267822,1.100988745689392,1.102992057800293,139.69236755371094,23.20078086853028,-9.36463737487793,221.4362335205078,379.7266540527344,7.308513641357422,99.09600830078124,503.5158996582031,79.05804443359375,335.69537353515625,59.96602249145508,141.1609649658203,140.24046325683594,69.0132827758789,177.80343627929688,213.21910095214844,180.41749572753903,19.004638671875,275.7162780761719,60.1341438293457,0.939601719379425,16.46822166442871,102.96017456054688,195.4351806640625,354.2636108398437,135.7207794189453,0.9581896066665648,42.59144973754883,-0.0005171852535568,81.38456726074219,19.78717422485352,384.6038513183594,20.42927932739257,23.699237823486328,66.31670379638672,197.3059539794922,173.3240966796875,193.01632690429688,102.12545013427734,89.05980682373047,105.06719207763672,790.4705810546875,255.60577392578125,1.100770354270935,28.55588722229004,70.30059814453125,77.33811950683594,306.16015625,base
2023-01-01 00:50:00,130.0680389404297,3.534256935119629,69.14533233642578,3.844698190689087,106.82658386230467,234.14065551757807,214.8539428710937,211.3292999267578,194.91709899902344,307,56.10176849365234,341.6465148925781,89.23358154296875,223.4065856933593,135.86654663085938,45.24980163574219,210.10446166992188,158.2947540283203,49.21157455444336,113.4800262451172,1.099140167236328,1.098960518836975,1.1001062393188477,139.55650329589844,23.096893310546875,-9.39381217956543,219.6514434814453,380.33306884765625,7.31312370300293,98.90565490722656,499.92877197265625,79.01908111572266,335.6837158203125,59.93477249145508,142.49139404296875,141.97267150878906,68.68585205078125,178.83201599121094,213.3113708496093,180.53048706054688,19.03790855407715,275.7799377441406,59.854679107666016,0.9396265745162964,16.576236724853516,102.97273254394533,195.47792053222656,354.7323303222656,135.68734741210938,0.957916796207428,42.50391006469727,-0.0005171852535568,81.54472351074219,19.71074867248535,384.6135559082031,20.099559783935547,23.416343688964844,66.1839370727539,198.3749084472656,173.59046936035156,193.0536651611328,102.04216003417967,89.42851257324219,105.88562774658205,790.5521850585938,255.4173126220703,1.1002578735351562,29.643617630004883,72.96408081054688,77.31229400634766,306.8277282714844,base
2023-01-01 01:00:00,130.0184326171875,3.5371429920196533,69.72209930419922,3.85385012626648,108.32571411132812,234.2665557861328,214.0005340576172,211.2076416015625,194.599609375,307,56.32138442993164,340.2773742675781,89.18740844726562,223.60693359375,136.0459747314453,45.11601638793945,209.9859161376953,158.29696655273438,48.70259475708008,113.6920928955078,1.100127935409546,1.1002695560455322,1.0972204208374023,139.42063903808594,23.21411323547364,-9.39381217956543,217.20350646972656,379.0848083496094,7.303927421569824,98.83885955810548,502.8605346679688,79.06929779052734,335.6720886230469,59.96166229248047,142.18084716796875,141.04937744140625,68.34278869628906,178.863037109375,213.4036407470703,180.6434936523437,19.084884643554688,275.8499755859375,59.75753402709961,0.939651370048523,16.62470245361328,102.9397430419922,195.57911682128903,355.1930236816406,135.67941284179688,0.9576439261436462,42.590328216552734,-0.0005171852535568,81.68692016601562,19.61968994140625,384.600830078125,19.838851928710938,23.70344924926757,66.0511703491211,200.5030059814453,173.69737243652344,193.09100341796875,102.1345443725586,88.66987609863281,106.93196105957033,790.5104370117188,255.22885131835932,1.099755883216858,29.790292739868164,73.13885498046875,77.28744506835938,306.75634765625,base
2023-01-01 01:10:00,130.14930725097656,3.5400290489196777,69.44014739990234,3.863001823425293,108.32571411132812,234.39244079589844,214.166748046875,211.08599853515625,194.4209899902344,307,56.541236877441406,341.32177734375,89.14124298095703,223.0435333251953,136.2253875732422,45.00790023803711,209.86737060546875,158.3307342529297,48.7751350402832,113.95233154296876,1.1027424335479736,1.102055549621582,1.0961861610412598,139.3448486328125,23.31295585632324,-9.39381217956543,219.4867401123047,379.9991455078125,7.300650596618652,98.829345703125,503.13525390625,79.13665771484375,335.7366943359375,59.99108123779297,141.8703155517578,141.45286560058594,68.13744354248047,179.10263061523438,213.389892578125,180.734115600586,19.06311416625977,275.9130554199219,59.727298736572266,0.9395720362663268,16.566482543945312,102.94805145263672,195.68865966796875,354.2896423339844,135.86463928222656,0.957428514957428,42.66764831542969,-0.0005171595839783,81.80337524414062,19.62337684631348,384.5875549316406,19.92291259765625,24.012998580932617,65.92472839355469,200.03024291992188,173.6219482421875,193.2156524658203,102.15045166015624,89.77470397949219,107.73731231689452,790.4022827148438,255.0269317626953,1.099231839179993,28.57406044006348,69.48763275146484,77.28262329101562,306.5979309082031,base
2023-01-01 01:20:00,130.28018188476562,3.542386054992676,69.4075698852539,3.863137006759644,108.32571411132812,234.4732666015625,214.90673828125,211.44744873046875,194.26405334472656,307,56.7701301574707,341.1756286621094,89.03514862060547,223.63882446289065,136.32608032226562,44.94258499145508,209.7957458496093,158.364501953125,49.17733383178711,114.21257019042967,1.1053569316864014,1.1038416624069214,1.0965304374694824,139.30262756347656,23.33824157714844,-9.39381217956543,220.5101776123047,379.3035278320313,7.305118083953857,99.0555648803711,503.1593627929688,79.3155517578125,335.8175048828125,59.96238327026367,141.5597686767578,141.22398376464844,68.2689437866211,178.8166961669922,213.32505798339844,180.82125854492188,19.016332626342773,275.8899841308594,59.76800537109375,0.9394730925559998,16.524555206298828,102.98711395263672,195.7982177734375,354.32275390625,136.04986572265625,0.957288384437561,42.643741607666016,-0.0005169956129975,81.786376953125,19.697603225708008,384.4925537109375,20.37571144104004,23.890718460083008,65.80347442626953,199.4761199951172,173.34796142578125,193.37481689453125,102.0332489013672,87.60907745361328,108.3240966796875,790.2940673828125,254.7827606201172,1.0982863903045654,28.73031616210937,70.86917877197266,77.30828857421875,306.4394836425781,base
2023-01-01 01:30:00,130.39724731445312,3.5442769527435303,69.98094940185547,3.86124587059021,108.32571411132812,234.4059295654297,215.6467437744141,212.144760131836,194.10711669921875,307,56.99902725219727,341.2394104003906,88.90817260742188,223.4456024169922,136.37606811523438,44.92496490478516,209.7283935546875,158.33287048339844,48.9874267578125,113.80323028564452,1.1044182777404783,1.1021496057510376,1.096874713897705,139.26040649414062,23.330509185791016,-9.377458572387695,221.0556640625,380.3851623535156,7.3061137199401855,99.30440521240234,499.7571105957031,79.44570922851562,335.8982849121094,59.93550491333008,141.2492218017578,141.0123291015625,67.99870300292969,178.94845581054688,213.26022338867188,180.9084014892578,19.023181915283203,275.86688232421875,59.815311431884766,0.9393741488456726,16.506242752075195,102.93926239013672,195.80381774902344,355.0101928710937,136.1544647216797,0.9571481943130492,42.59661102294922,-0.0005168316420167,80.88851165771484,19.67503547668457,384.3975524902344,20.063697814941406,23.353002548217773,65.68221282958984,198.75294494628903,172.8544158935547,193.5339813232422,102.0088882446289,90.30707550048828,108.24040985107422,790.104736328125,254.53860473632807,1.0973409414291382,29.681440353393555,74.233642578125,77.73712158203125,306.2523498535156,base
