prediction_origin,previous,previous_age_hours,previous_sample_time,previous_available_at,median3,d15,d15_sample_time,d15_available_at,t50,t50_sample_time,t50_available_at,t90,t90_sample_time,t90_available_at,feed_t95,feed_t95_sample_time,feed_t95_available_at,product_t95,product_t95_sample_time,product_t95_available_at,T6,T6_sample_time,F9,F9_sample_time,P13,P13_sample_time,F2,F2_sample_time,index,target_time,target
2023-01-11 07:00:00,,,,,,834.2999877929688,2023-01-10 10:00:00,2023-01-10 14:00:00,267.0,2023-01-10 10:00:00,2023-01-10 14:00:00,327.0,2023-01-10 10:00:00,2023-01-10 14:00:00,348.0,2023-01-10 10:00:00,2023-01-10 14:00:00,343.0,2023-01-10 10:00:00,2023-01-10 14:00:00,359.7374267578125,2023-01-11 07:00:00,183.7006225585937,2023-01-11 07:00:00,3.6463875770568848,2023-01-11 07:00:00,85540.2265625,2023-01-11 07:00:00,52.5112893592576,2023-01-11 10:00:00,56.29999923706055
2023-02-01 07:00:00,56.29999923706055,501.0,2023-01-11 10:00:00,2023-01-11 14:00:00,56.29999923706055,836.0,2023-01-31 10:00:00,2023-01-31 14:00:00,272.0,2023-01-31 10:00:00,2023-01-31 14:00:00,323.0,2023-01-31 10:00:00,2023-01-31 14:00:00,346.0,2023-01-31 10:00:00,2023-01-31 14:00:00,338.0,2023-01-31 10:00:00,2023-01-31 14:00:00,360.5234375,2023-02-01 07:00:00,216.9651031494141,2023-02-01 07:00:00,3.895591974258423,2023-02-01 07:00:00,94751.5625,2023-02-01 07:00:00,52.981590619594954,2023-02-01 10:00:00,55.0
2023-03-07 07:00:00,55.0,813.0,2023-02-01 10:00:00,2023-02-01 14:00:00,55.64999961853027,836.4000244140625,2023-03-06 10:00:00,2023-03-06 14:00:00,273.0,2023-03-06 10:00:00,2023-03-06 14:00:00,328.0,2023-03-06 10:00:00,2023-03-06 14:00:00,348.0,2023-03-06 10:00:00,2023-03-06 14:00:00,342.0,2023-03-06 10:00:00,2023-03-06 14:00:00,369.6163940429688,2023-03-07 07:00:00,240.16802978515625,2023-03-07 07:00:00,3.965155839920044,2023-03-07 07:00:00,105990.453125,2023-03-07 07:00:00,53.048500651778454,2023-03-07 10:00:00,53.70000076293945
2023-04-05 07:00:00,53.70000076293945,693.0,2023-03-07 10:00:00,2023-03-07 14:00:00,55.0,840.2000122070312,2023-04-04 10:00:00,2023-04-04 14:00:00,277.0,2023-04-04 10:00:00,2023-04-04 14:00:00,337.0,2023-04-04 10:00:00,2023-04-04 14:00:00,354.0,2023-04-04 10:00:00,2023-04-04 14:00:00,353.0,2023-04-04 10:00:00,2023-04-04 14:00:00,370.4957580566406,2023-04-05 07:00:00,205.029296875,2023-04-05 07:00:00,4.023575782775879,2023-04-05 07:00:00,90212.375,2023-04-05 07:00:00,52.54524330693232,2023-04-05 10:00:00,53.599998474121094
2023-05-03 07:00:00,53.599998474121094,669.0,2023-04-05 10:00:00,2023-04-05 14:00:00,53.70000076293945,839.0999755859375,2023-05-02 10:00:00,2023-05-02 14:00:00,277.0,2023-05-02 10:00:00,2023-05-02 14:00:00,339.0,2023-05-02 10:00:00,2023-05-02 14:00:00,366.0,2023-05-02 10:00:00,2023-05-02 14:00:00,355.0,2023-05-02 10:00:00,2023-05-02 14:00:00,372.6135864257813,2023-05-03 07:00:00,197.95166015625,2023-05-03 07:00:00,4.00864315032959,2023-05-03 07:00:00,104629.1328125,2023-05-03 07:00:00,52.919690412777186,2023-05-03 10:00:00,57.79999923706055
2023-06-07 09:00:00,57.79999923706055,839.0,2023-05-03 10:00:00,2023-05-03 14:00:00,53.70000076293945,838.2999877929688,2023-06-06 10:00:00,2023-06-06 14:00:00,278.0,2023-06-06 10:00:00,2023-06-06 14:00:00,334.0,2023-06-06 10:00:00,2023-06-06 14:00:00,354.0,2023-06-06 10:00:00,2023-06-06 14:00:00,354.0,2023-06-06 10:00:00,2023-06-06 14:00:00,359.9122009277344,2023-06-07 09:00:00,168.76222229003906,2023-06-07 09:00:00,3.944812536239624,2023-06-07 09:00:00,96558.671875,2023-06-07 09:00:00,53.387132527865674,2023-06-07 12:00:00,55.70000076293945
2023-06-19 19:00:00,55.70000076293945,295.0,2023-06-07 12:00:00,2023-06-07 16:00:00,55.70000076293945,837.2000122070312,2023-06-19 10:00:00,2023-06-19 14:00:00,278.0,2023-06-19 10:00:00,2023-06-19 14:00:00,338.0,2023-06-19 10:00:00,2023-06-19 14:00:00,353.0,2023-06-19 10:00:00,2023-06-19 14:00:00,354.0,2023-06-19 10:00:00,2023-06-19 14:00:00,370.9384460449219,2023-06-19 19:00:00,215.3361053466797,2023-06-19 19:00:00,3.945986032485962,2023-06-19 19:00:00,101706.0546875,2023-06-19 19:00:00,53.764797188562966,2023-06-19 22:00:00,56.0
2023-06-21 02:04:00,56.0,28.066666666666666,2023-06-19 22:00:00,2023-06-20 02:00:00,56.0,837.5,2023-06-20 20:30:00,2023-06-21 00:30:00,281.0,2023-06-20 10:00:00,2023-06-20 14:00:00,341.0,2023-06-20 10:00:00,2023-06-20 14:00:00,355.0,2023-06-20 10:00:00,2023-06-20 14:00:00,357.0,2023-06-20 10:00:00,2023-06-20 14:00:00,367.8258361816406,2023-06-21 02:00:00,203.52198791503903,2023-06-21 02:00:00,3.675682306289673,2023-06-21 02:00:00,103905.4921875,2023-06-21 02:00:00,54.23027291671667,2023-06-21 05:04:00,55.79999923706055
2023-07-05 07:00:00,55.79999923706055,337.93333333333334,2023-06-21 05:04:00,2023-06-21 09:04:00,55.79999923706055,839.2999877929688,2023-07-04 10:00:00,2023-07-04 14:00:00,278.0,2023-07-04 10:00:00,2023-07-04 14:00:00,331.0,2023-07-04 10:00:00,2023-07-04 14:00:00,356.0,2023-07-04 10:00:00,2023-07-04 14:00:00,346.0,2023-07-04 10:00:00,2023-07-04 14:00:00,369.202880859375,2023-07-05 07:00:00,193.3516998291016,2023-07-05 07:00:00,3.985538959503174,2023-07-05 07:00:00,91035.2109375,2023-07-05 07:00:00,53.04542033295127,2023-07-05 10:00:00,56.400001525878906
2023-08-02 07:00:00,56.400001525878906,669.0,2023-07-05 10:00:00,2023-07-05 14:00:00,56.0,841.4000244140625,2023-08-01 10:00:00,2023-08-01 14:00:00,280.0,2023-08-01 10:00:00,2023-08-01 14:00:00,334.0,2023-08-01 10:00:00,2023-08-01 14:00:00,353.0,2023-08-01 10:00:00,2023-08-01 14:00:00,350.0,2023-08-01 10:00:00,2023-08-01 14:00:00,373.1497802734375,2023-08-02 07:00:00,213.18003845214844,2023-08-02 07:00:00,3.937668800354004,2023-08-02 07:00:00,100471.765625,2023-08-02 07:00:00,52.71414776293943,2023-08-02 10:00:00,57.0
