timestamp,lims.ht.2.50%.T,lims.ht.2.CetaneNumber,lims.ht.2.D15,calculated_index
2023-01-11 10:00:00,268.0,56.29999923706055,833.0999755859375,53.14768269112449
2023-02-01 10:00:00,268.0,55.0,833.5999755859375,52.97260425120999
2023-03-07 10:00:00,275.0,53.70000076293945,836.7999877929688,53.31406387699849
2023-04-05 10:00:00,275.0,53.599998474121094,839.7999877929688,52.28660307225482
2023-05-03 10:00:00,282.0,57.79999923706055,841.0,53.22192085985728
2023-06-07 12:00:00,280.0,55.70000076293945,838.5,53.6999538017659
2023-06-19 22:00:00,278.0,56.0,838.5,53.318661953517335
2023-06-21 05:04:00,0.0,55.79999923706055,837.5999755859375,
2023-07-05 10:00:00,279.0,56.400001525878906,839.2000122070312,53.27125693462767
2023-08-02 10:00:00,278.0,57.0,838.7999877929688,53.21608274540847
2023-09-06 10:00:00,274.0,57.099998474121094,836.7999877929688,53.11339786888334
2023-10-05 10:00:00,278.0,57.20000076293945,836.5,54.00611495351711
2023-11-14 10:00:00,270.0,54.0,837.0,52.21897955773318
2023-12-07 10:00:00,273.0,57.29999923706055,839.7999877929688,51.883004076726934
2024-01-10 10:00:00,272.0,53.599998474121094,837.0999755859375,52.60188066988724
2024-02-08 10:00:00,272.0,54.5,836.5999755859375,52.77424751980186
2024-03-06 10:00:00,271.0,53.099998474121094,834.7000122070312,53.225250035517774
2024-04-25 10:00:00,276.0,55.79999923706055,836.2000122070312,53.71963474421955
2024-05-01 10:00:00,277.0,55.900001525878906,835.7000122070312,54.08887477481687
2024-07-03 10:00:00,276.0,53.599998474121094,836.0,53.78881811908866
2024-08-08 10:00:00,276.0,54.70000076293945,837.2000122070312,53.37466867913429
2024-09-20 10:00:00,268.0,53.599998474121094,833.7000122070312,52.937622244360455
2024-10-03 10:00:00,274.0,55.79999923706055,835.2999877929688,53.632357766255154
2024-11-12 10:00:00,273.0,55.20000076293945,836.7999877929688,52.9104648814706
2024-12-10 10:00:00,269.0,53.29999923706055,833.9000244140625,53.08221942078285
2025-01-01 10:00:00,267.0,53.20000076293945,832.4000244140625,53.17657451796276
2025-02-07 10:00:00,273.0,52.0,834.2000122070312,53.812202610052395
2025-03-11 10:00:00,274.0,52.70000076293945,833.0,54.43486322216313
2025-06-05 10:00:00,283.0,53.29999923706055,837.9000244140625,54.461144623112546
2025-07-10 10:00:00,283.0,53.0,,
2025-08-04 06:00:00,,52.20000076293945,,
2025-08-04 10:00:00,274.0,52.20000076293945,835.4000244140625,53.59763926936216
2025-09-03 10:00:00,276.0,54.5,,
2025-10-01 10:00:00,275.0,53.29999923706055,835.2999877929688,53.833023774370304
2025-11-05 10:00:00,271.0,54.599998474121094,833.5,53.64404796275858
2025-12-03 10:00:00,266.0,53.70000076293945,831.2000122070312,53.38042341679454
2026-01-07 10:00:00,271.0,52.900001525878906,833.9000244140625,53.50419362521404
2026-02-11 10:00:00,276.0,52.599998474121094,836.0999755859375,53.75422923920996
2026-03-12 10:00:00,,51.70000076293945,834.5,
2026-05-25 10:00:00,279.0,53.79999923706055,839.5,53.16900310975291
2026-06-04 10:00:00,278.0,52.5,836.9000244140625,53.86812010545998
2026-07-21 10:00:00,281.0,50.0,848.5,50.54302495671675
