prediction_origin,previous,previous_age_hours,previous_sample_time,previous_available_at,median3,d15,d15_sample_time,d15_available_at,t50,t50_sample_time,t50_available_at,t90,t90_sample_time,t90_available_at,feed_t95,feed_t95_sample_time,feed_t95_available_at,product_t95,product_t95_sample_time,product_t95_available_at,T6,T6_sample_time,F9,F9_sample_time,P13,P13_sample_time,F2,F2_sample_time,index,target_time,target
2023-01-11 10:00:00,,,,,,834.2999877929688,2023-01-10 10:00:00,2023-01-10 14:00:00,267.0,2023-01-10 10:00:00,2023-01-10 14:00:00,327.0,2023-01-10 10:00:00,2023-01-10 14:00:00,348.0,2023-01-10 10:00:00,2023-01-10 14:00:00,343.0,2023-01-10 10:00:00,2023-01-10 14:00:00,356.83526611328125,2023-01-11 10:00:00,182.17852783203125,2023-01-11 10:00:00,3.721148729324341,2023-01-11 10:00:00,85491.6171875,2023-01-11 10:00:00,52.5112893592576,2023-01-11 10:00:00,56.29999923706055
2023-02-01 10:00:00,56.29999923706055,504.0,2023-01-11 10:00:00,2023-01-11 14:00:00,56.29999923706055,836.0,2023-01-31 10:00:00,2023-01-31 14:00:00,272.0,2023-01-31 10:00:00,2023-01-31 14:00:00,323.0,2023-01-31 10:00:00,2023-01-31 14:00:00,346.0,2023-01-31 10:00:00,2023-01-31 14:00:00,338.0,2023-01-31 10:00:00,2023-01-31 14:00:00,363.7782287597656,2023-02-01 10:00:00,218.4818115234375,2023-02-01 10:00:00,4.0254621505737305,2023-02-01 10:00:00,95264.75,2023-02-01 10:00:00,52.981590619594954,2023-02-01 10:00:00,55.0
2023-03-07 10:00:00,55.0,816.0,2023-02-01 10:00:00,2023-02-01 14:00:00,55.64999961853027,836.4000244140625,2023-03-06 10:00:00,2023-03-06 14:00:00,273.0,2023-03-06 10:00:00,2023-03-06 14:00:00,328.0,2023-03-06 10:00:00,2023-03-06 14:00:00,348.0,2023-03-06 10:00:00,2023-03-06 14:00:00,342.0,2023-03-06 10:00:00,2023-03-06 14:00:00,366.80462646484375,2023-03-07 10:00:00,238.113037109375,2023-03-07 10:00:00,3.98613166809082,2023-03-07 10:00:00,101138.65625,2023-03-07 10:00:00,53.048500651778454,2023-03-07 10:00:00,53.70000076293945
2023-04-05 10:00:00,53.70000076293945,696.0,2023-03-07 10:00:00,2023-03-07 14:00:00,55.0,840.2000122070312,2023-04-04 10:00:00,2023-04-04 14:00:00,277.0,2023-04-04 10:00:00,2023-04-04 14:00:00,337.0,2023-04-04 10:00:00,2023-04-04 14:00:00,354.0,2023-04-04 10:00:00,2023-04-04 14:00:00,353.0,2023-04-04 10:00:00,2023-04-04 14:00:00,370.6488952636719,2023-04-05 10:00:00,212.35858154296875,2023-04-05 10:00:00,3.9619877338409424,2023-04-05 10:00:00,92586.328125,2023-04-05 10:00:00,52.54524330693232,2023-04-05 10:00:00,53.599998474121094
2023-05-03 10:00:00,53.599998474121094,672.0,2023-04-05 10:00:00,2023-04-05 14:00:00,53.70000076293945,839.0999755859375,2023-05-02 10:00:00,2023-05-02 14:00:00,277.0,2023-05-02 10:00:00,2023-05-02 14:00:00,339.0,2023-05-02 10:00:00,2023-05-02 14:00:00,366.0,2023-05-02 10:00:00,2023-05-02 14:00:00,355.0,2023-05-02 10:00:00,2023-05-02 14:00:00,372.2572326660156,2023-05-03 10:00:00,189.8290252685547,2023-05-03 10:00:00,3.974509477615357,2023-05-03 10:00:00,104967.796875,2023-05-03 10:00:00,52.919690412777186,2023-05-03 10:00:00,57.79999923706055
2023-06-07 12:00:00,57.79999923706055,842.0,2023-05-03 10:00:00,2023-05-03 14:00:00,53.70000076293945,838.2999877929688,2023-06-06 10:00:00,2023-06-06 14:00:00,278.0,2023-06-06 10:00:00,2023-06-06 14:00:00,334.0,2023-06-06 10:00:00,2023-06-06 14:00:00,354.0,2023-06-06 10:00:00,2023-06-06 14:00:00,354.0,2023-06-06 10:00:00,2023-06-06 14:00:00,361.8492736816406,2023-06-07 12:00:00,180.42274475097656,2023-06-07 12:00:00,3.923919439315796,2023-06-07 12:00:00,97838.90625,2023-06-07 12:00:00,53.387132527865674,2023-06-07 12:00:00,55.70000076293945
2023-06-19 22:00:00,55.70000076293945,298.0,2023-06-07 12:00:00,2023-06-07 16:00:00,55.70000076293945,837.2000122070312,2023-06-19 10:00:00,2023-06-19 14:00:00,278.0,2023-06-19 10:00:00,2023-06-19 14:00:00,338.0,2023-06-19 10:00:00,2023-06-19 14:00:00,353.0,2023-06-19 10:00:00,2023-06-19 14:00:00,354.0,2023-06-19 10:00:00,2023-06-19 14:00:00,368.0807800292969,2023-06-19 22:00:00,207.8354034423828,2023-06-19 22:00:00,4.008358955383301,2023-06-19 22:00:00,97292.8125,2023-06-19 22:00:00,53.764797188562966,2023-06-19 22:00:00,56.0
2023-06-21 05:04:00,56.0,31.066666666666666,2023-06-19 22:00:00,2023-06-20 02:00:00,56.0,837.5,2023-06-20 20:30:00,2023-06-21 00:30:00,281.0,2023-06-20 10:00:00,2023-06-20 14:00:00,341.0,2023-06-20 10:00:00,2023-06-20 14:00:00,355.0,2023-06-20 10:00:00,2023-06-20 14:00:00,357.0,2023-06-20 10:00:00,2023-06-20 14:00:00,368.8626708984375,2023-06-21 05:00:00,203.92002868652344,2023-06-21 05:00:00,3.737018585205078,2023-06-21 05:00:00,104456.3046875,2023-06-21 05:00:00,54.23027291671667,2023-06-21 05:04:00,55.79999923706055
2023-07-05 10:00:00,55.79999923706055,340.93333333333334,2023-06-21 05:04:00,2023-06-21 09:04:00,55.79999923706055,839.2999877929688,2023-07-04 10:00:00,2023-07-04 14:00:00,278.0,2023-07-04 10:00:00,2023-07-04 14:00:00,331.0,2023-07-04 10:00:00,2023-07-04 14:00:00,356.0,2023-07-04 10:00:00,2023-07-04 14:00:00,346.0,2023-07-04 10:00:00,2023-07-04 14:00:00,369.3757629394531,2023-07-05 10:00:00,193.5729522705078,2023-07-05 10:00:00,3.923961877822876,2023-07-05 10:00:00,93906.6953125,2023-07-05 10:00:00,53.04542033295127,2023-07-05 10:00:00,56.400001525878906
2023-08-02 10:00:00,56.400001525878906,672.0,2023-07-05 10:00:00,2023-07-05 14:00:00,56.0,841.4000244140625,2023-08-01 10:00:00,2023-08-01 14:00:00,280.0,2023-08-01 10:00:00,2023-08-01 14:00:00,334.0,2023-08-01 10:00:00,2023-08-01 14:00:00,353.0,2023-08-01 10:00:00,2023-08-01 14:00:00,350.0,2023-08-01 10:00:00,2023-08-01 14:00:00,374.9619445800781,2023-08-02 10:00:00,217.92901611328125,2023-08-02 10:00:00,3.968789577484131,2023-08-02 10:00:00,99897.515625,2023-08-02 10:00:00,52.71414776293943,2023-08-02 10:00:00,57.0
